  Tweets,Hasil
"ㅤㅤ
ㅤㅤ
𝘞𝘩𝘢𝘵𝘴𝘈𝘱𝘱 to cece(p).
√√ Nih gua kasih PAP artis ibu kota.
√√ 🖇 Sent Photo
√√ Ga mau, lu bau ga mandi setaun.
sent.
ㅤㅤ",0
Jadi artis ajj main series thailand,0
"Aku jg gk akan nonton klo lawan mainnya artis lain,krn ujung2 nya bakal dibanding2in sm masnya dan tentunya masnya yg dibully dan hatter arya dg kata2 jahatnya bermunculan.",-1
Lagian lo juga fansnya si DY. Lo secara gak langsung juga setuju dong DY alay karena main ke rumah artis Indo?,-1
leaked kalo kamu artis ya,0
"Mmm anu.. sebenernya itu abis cari cari bahan aja biar gak keliatan gabut gabut amat jadi artis, thanks Elle sudah menyelamatkan hyungsij. 😔",-1
"Hai untuk kamu yg mau chatan sama artis SM dan jyp bisa banget nih, karena aku jual tiket bubble 🫶 ✅ Pakai akun sendiri, legal dan bisa perpanjangan (heart tetep aman xixi)
✅ Payment e-wallet.
BOA, TVXQ, Super Junior, SNSD, SHINee, EXO, Red Velvet, NCT, WayV, dan Aespa",0
Congrats buat debutnya yaaaaa adik-adik koz!!!!!!!! gak sabaaar mau liat performance kalian di weverse con + interaksi sama artis haib yg lain🥰👍🏼,1
siapapun yg nyiptain belek artis gw cium anjrit soalnya cakep bgt,1
"haduh adek nih mau ngajarin gw yang hari2 nulis berita soal artis , dorama , dan J-Pop 🤣🤣🤣. logika pasar sederhana aja otak lu gak maen",-1
"ngga usah ngomongin pasar sama gue kalo lu ngga tau culture artis jepang mah. ngga usah ngelebar ke anime juga
btw mana nih kontribusi lu buat fav lu?",-1
"klo SM suka direview dl kek artis sebelumnya yg konten bareng sm anak SM dan lama tpi ga lama bgt. tpi gue filling sih jarak waktunya kaya yg wayv, gue liat konten rans tuh mirip kek sarwendah yg kontennya ttg prepare gitu",0
"kalo kata kuch, galager suru jd artis bokep aja jgn maen bola wkwkwk",-1
"Kaget bangett lagi ngerjain ads + datmin tiba tiba ada yang muncul di pintu sambil bilang ""Happy Birthday Yunn"" HAHAHA Makasihh Khansaa artis bekasi 👉👈🤗💗 yuyur gue kayanya sedih kalo nanti lu cabut, gua gada temen lagi di kos njirr 🤧",1
"Gak ada berubah nya SM. Apa tuh 3.0?? Mau buat yg terbaik buat artis nya,,, eh malah lebih parah",-1
"jadi mereka jg punya lisensi atas lagu2 svt sebelumnya. pas sptfy masuk ke korea (sekitar tahun 2021) kakaom ini narikin lagu2 artis yg lisensinya di bawah mereka soalnya mereka kan punya mln nih, ya nanti kesaing gasih kalo ada sptfy..
(gambar sbg contoh)",0
"1. Menarik scr overall appearance. Meski secara fisik ga cantik2 amat spek artis. Banyak yg bilang seksi jg (wkwk pede)
2. Pinter (kyknya testimoni org2 begini)
3. Bisa diajak ngobrol receh sampe diskusi berat
Knp jawab pertanyaan ini tiba2 jd overconfidence ya 😂",1
"Di IGD aku pegangin HP nya, masih bisa nyrocos di telpon, masih bisa ngeluhin AC dan protes ini-itu.
Kok di story nulisnya SADAR-SADAR UDAH DI RS SMG (RS ke dua, alih inap yg jelas pagi masih di bangsal yg sama dg laki ku)
:)
Hidup artis = drama",0
"Yaudah sih absen seminggu doang, kan 3 minggu seblumnya jga dia bkal ngemc kok. Lagian kan absennya buat kerja jga bkan nganggur. Dan lagi artis jga perlu istirahat dgn baik, mreka bkan robot jdi gk bisa jadwal didempet"" in gitu",1
"Ku temukan lagi ternyata fakta menarikk.. wowwwwww
Terbaik sih, kalah artis senior… si paling playing victim 🤣",-1
"Sometimes they forget the limits. Forgetting that they're just fans. Mengatur ini itu, melebihi orang tua artis itu sendiri. Mereka tidak sadar, apakah di dunia nyata mereka mau kalo hidup mereka di atur seperti ini? Aku yakin tidak.",1
"Sebenarnya itu bahaya banget loh. Apa ga kasihan? Memang ga terkena benturan, tapi nanti kalau ada guncangan itu bisa berbahaya bagi otaknya. Ya ga tau gua maksudnya si artis itu ngapain",1
"wkwk iyaa trus aku jg mikir di korea kan ngejaga privasi bgt ya soal rumah, atau harta gt ga gampang dipublish scr terang2an kan. kadang mikir mereka mikir apaa yaa pas syuting di rumah artis disini. culture shock atau engga sama budaya disini yg kaya udah gada privasi gt",1
"*lagi nonton reels pernikahan yg mempelai wanitanya dapat kejutan artis favoritnya*
Aku : sayang nanti waktu nikah kasih kejutan gini ya
Pacar : siapa emang? Niki?
Aku : IYA, NANTI NYANYI LAGU SUMMERTIMES
Pacar : ok nanti aku undang niki
Aku : bener ya???
Pacar : iya, niki tirta",1
"Giliran idolnya yang di-asal jepretin gini koar-koar privasi, tp artis lokal yg diginiin lsg tone deaf. Double standard hypocrisy lollllssszzz",-1
"Viral skandal artis tiktok mirip
nagita slavina 😱
Cek link ada di profil di bio
bokep indo viral terbaru Vidio Indonesia colmek
Link Full Vidio ada di BIO / KOMENTAR 🤤🤤",-1
"waaah iya banget sih ini. stadion di penjuru indonesia siap menampung.
opening artis lokal setempat juga bisaaa 🤣 wkwkwkk",1
Tas prada yg baru diiklanin semua artis cakeb,1
dikala org sedih gara2 artis pisah.. aku &amp; sedih ngeliat dr cha.. padahal ngeliat pemerannya dr cha lg konser aja kita sedih.. padahal konsernya ga ada sedih2nya 🥲,0
"Bkn krn raffi atau gmn tpi emng sm yg welcome bngt sama selebgram/artis indo gk sih😅, waktu itu wayv sama keluarga onsu trs dream ketemu selebgram skrng djj sama keluarga ahmad wkwk",0
Anak artis veteran baru setahun jagung 😂,-1
"itu habis syuting trasure mini web drama nunaa, keren gak? disitu aku jadi artis yg udah sukses banget ceritanya. kayaknya cuma patah tulang aja. aku pikir aku bisa mengalahkan semuanya tapi ternyata tidak ya? 🥺",0
Lu siapa jir pengen banget diinget sh??????? Ini yang artis elu kah?,-1
"bahas artis, makanan, make up, bahas tmn jg kdng wkwk",0
"4 taun belajar ilmu politik pusingnya ngurus gerbong sana sini, udah orba dwi fungsi abri, lah sekarang dwi fungsi artis",0
"di sini saya nk menyatakan malaysian people termsuk saya , masuk konsert mcm masuk karoke . tak bagi chance langsung artis nk nynyi.",0
"..artis yg endors Fuckcuin mendapatkan doorprize geis !!! Tepat sasaran !!!
..sebelumnya Tukul, kiwil, Indr4B3kti, dll...",-1
artis cilik tinutuan ee,0
Ghibah random wakakaka mulai dri masyarakat sekitar sampai ghibahin artis 😭,0
"Bayangin. Bayangin. Bayangin. AU idol-fans. Tapi kisah cintanya bukan antara artis sama fansnya, tapi fans sama manager artisnya.
IR ngefans banget sama salah satu band. Suatu hari dia kenal SJ, cm dia ga ngerti SJ manager band itu. Setiap IR cerita memb yg dia suka, SJ diem2",0
"Artis artis korea yang disuruh ke rumah raffi ahmad pernah mikir ga ya ""kenapa ge disuruh kesini, emang dia siapa""",-1
gue mikir ye siapaaa artis thai yg kelakuannya aneh dan mirip blio,-1
"Samaaa 🤣 Kalo aku nggak terlalu tau artis2 Indo yang sekarang. Jadi temenku pada ngomongin artis yg lumayan terkenal tp aku gk tau karena gk nonton sinetron 😅 jawabannya persis begitu. ""Percuma, lu gk bakal tau juga""",-1
"artis lo bagus bagus, gue suka tapi lagu lagu lo tuh kadang kadang enak tapi kadang kadang kedengaran aneh. 80% lagu lo bagus bagus. SM please stop kasih harapan palsu, dan dengarin apa kata hati kita. kita mau ini eh lo malah kasih yang ono. apa kita ga gemes sama lo 😌",-1
"Bener ihh yg smtown tuh gue kek pengen bgt mayan ketemu byk artis kan wkkw asik jg gue mayan suka semua lagu sm, tp taeyeon jg kek suka jg sm lagu sm suaranya, akhh pusingg 😭😭😭",1
"Yg tidak berlebihan, tidak akan merasa kekurangan.
Cat: Sekeren-kerennya orang, artis, tokoh selalu nemu kesulitan/keminusannya. Sdh sprt bawaan—satu paket.
Prinsip keseimbangan—menjadi tengah?
Tricky; jangan jadi netral. Netral itu hanya ke diri sendiri.",0
"Aria: Pejuang-pejuang konten gini nih
Yami: Konten nih!
Aria: Konten ni! Pizza aja jadi artis",0
"2 hari di thailand gue emang belum ada ketemu artis BL siapapun, tapi gue bnyak menemukan BL yg real disini dan maniiis2 bangett merekaa 🥰🥰🥰🥰 sumpah gemes banget ihhh, paling gemes yg anak sekolahan sih. Asliiii definisi kisah kasih anak sekolah versi BL 🥰🥰",1
"Bukan cuma kamu nderr. sayapun begituu. Exo ke indo udah cukup konser dan fanmeeting ajaa. Ga usah jadi BA brand lokal, apalagi diajak kerumah2 artis dan bikin konten yg bukan selera gua. U know lah, rata2 pada alay soalnya. Biar exo dgn aura susah digapai",-1
"Kalau udah dapat jawabanya spill ya, penasaran nih artis China",0
Ime backingannya siapa sih kok bisabisanya dapet terus project bawa artis besar dengan kinerja yg kaya gitu 😪,-1
Ancrit sinting gue liatnyaaaaa haechan dia gatau batesan fans sama artis apa gimanaaa,-1
Cinta memang tidak mengenal usia. Ini deretan pernikahan artis beda usia jauh,0
gasabar banget nonton Jateng fair 2023 artis nya seru seru,1
"Woh melihat rumor, besok yang dateng ke event d&amp;g ada beberapa artis lain 👁👄👁",1
"Benar kak. Mau semahal apapun hadiah yang mereka kasih, seharusnya mereka sadar diri. Mereka cuma fans, yang notabenya orang luar. Yg gak tau kehidupan artis mereka di luar kegiatan oncame. Sadar diri itu penting sih. Tapi sayang, kadang banyak fans yg jadi buta mata sama hati",1
ya gpplah lu nuntut sampe ngancem boycott ini artisnya lagi sibuk wara wiri kesini lu fansnya seenak jidat minta si artis harus punya job sendiri di negaranya. Solo stan solo stan difandom apapun emang hodob,-1
"Banyak sih. Keluh kesah, gosip terhangat, skincare, artis, film, makanan dll wkwkwk",0
"ketemu lagi. Posisinya, A adalah penerus tahta dr kerajaan bisnis besar. Dan B adalah pemain bola professional (atau artis?), yg baru pindah ke tim (agency?) yang disponsori sama perusahaan keluarga A. Kondisinya, si A ini lg terus dibujuk agar mau nerima perjodohan yg diatur-",0
"Konteksnya ketika w ngetik dulu 8 tahun lalu bilanh mau punya SM Ent. kyk gak bakalan nyangka agensi kpop dan artis kpop makin kesini seakan bisa digapai gini zkzkzkzk 😭 cuma kalo betulan bisa invest ke SM Ent. melalui Rans w cuma bisa blg ""CRAZYYYYY THIS KPOP ERA""",0
"Trs dari 3 tahun lalu Rans sering bgt mondar mandir sama artis SM. Gak kaget lagi kalo diem2 SM diakusisi Rans 🥹
Kyk asli w ga nyangka bgt kalo semisal kejadian beneran Rans diem2 jadi investor terbesar SM, keknya seluruh tabungan w jg w bakal invest ke mereka in da real life😆",0
"Pengen liat sama artis luar jype deh, txt enha gidle, svt apalagi kalo bisa😭😭😭",1
"Iya sih, artis HYBE emang cakep semua deh kayak-nya? Setuju kan kamu?",1
"Kayanya nanti yang aku keep cuma album artis SM, ha sungwoon, ma seventeen aja😂",1
Salah satu artis yang pengeeeeeen bgt gw tonton langsung. Soalnya lagu dia enak semua 😭😭😭😭😭😭,1
"Semua manusia punya batas sabarnya. Kalo selalu diam &amp; ga pernah koar2 ketika dihujat, ga bakal ada yg tau klo manusia sedang terluka dan butuh pertolongan.. udh byk kasus artis korea yg bunuh diri hanya gara2 bullying internet. Pdhl artisnya jg g pernah bertingkah yg menyimpang",1
"Selama 3 tahun berkarir di entertain, lyodra ga pernah bikin problem/kontroversi yg merugikan orang lain. Ga prnh berucap negatif or berkasus sm artis lain jg. Malah byk artis-artis yg respect sm dia, terlebih attitudenya. Oh ternyata itu bikin hati haters makin memanas.",1
"Kalo ngefans malah bikin jiwa sama otak lo rusak, mending stop dan urusin dulu masalah yang ada di real life. Udah banyak artis yang stress dan bunuh diri karena ucapan dari manusia-manusia yang gak tau kemanusiaan.",1
"Kalo emang jadi fans dari seorang artis bikin lo sembuh atau ngebantu meringankan masalah. Fokus disitu, jangan malah ""masalah"" itu bikin lo nyebar hal negatif ke orang lain. Ubah deh pola pikir, sekarang banyak orang dewasa tapi pola pikirnya masih anak-anak.",1
"Artis lo banyak, tapi ga bisa treat dg baik Promosi ga maksimal
Timeline berantakan Keliatan berat ke grup yg banyak fans, pdhl semua grup kalian ga ada yg jelek
Ga tegas soal rumor, hoax, hate Kalo kalian hire artist non korea, ya kurangi kek rasisnya",-1
gue rasa Jimin deserve artis of the year Mama 🤨,1
artis papan bawah karena yang ada di puncak itu cintaku kepada akane,1
"Namanya kok berasa familiar 🤔
Tapi dia bukan artis atau apa kan?",0
"Gue gabisa jadi artis. Gimana kalo gue ngilang dari publik, berita udah heboh gonjang ganjing sampe tim sar tim tam nyariin taunya gue cuma lagi capek sama dunia dan munculnya di sec acc khusus nge rant ini aja? Wkwkw",0
"Ngalir sebenernya, kadang bahas artis, kadang bahas film, kadang bahas cowok",0
"Ini mah, artis twiter✌️",1
Ini SM kenapa sih makin kesini makin buruk aja? Capek bgt gw tiap hari ada aja berita yg tdk mengenakkan🥲 Tolong dong kinerjanya dibenerin biar artis kalian happy kita juga happy😔,-1
"Sezuzurnya gak jauh bedanya sama apa yang dibahas cowok nongkrong. Bedanya kalo udah omongin yang lagi seru entah gibah, kpop, artis, atau cowo heboh pooool wkwkw",0
… dia artis bgt ya sekarang 😞🫵🏻,1
speechless dri mulai space bom tarat tarat ke filo trus kirim truk protes? skrg mocking artis sendiri? GA WARAS ANJIR,-1
Betul. Kenapa ya mereka mikirnya kaya exo dimilikin sendiri lol padahal EXO berhak makin dikenal dan disukai orang apalagi kalo sering tampil di Indo kaya artis kpop lain. Persetan sama alay ini itu lah yang penting EXO gua banyak promosinya.,-1
"Gak tau cerita artis lain, tapi kalo baca perjuangan bright terharu banget pengen nangis mulu",1
Kalo gue sama temen biasanya bahas artis atau yang lucu-lucu yang bikin ketawa 😭,1
"Seneng si kalo ada brand lokal yg gandeng exo, tp semoga bisa belajar dari brand sebelah. Kalo brand S gue yakin bisa memperlakukan BA nya dgn baik, bisa diliat dari artis Korea yg sebelum sebelumnya digandeng.",1
"gak semua orang terkenal itu dikenal semua orang yah. jangankan pandawara, artis artis dan publik figure aja masih ada yang nggak tau mereka.",1
Emang tiap melon beda2 ya captionnya. Yg aku baca di akun lain sih artis yg berdaging 😂.,1
yg sebelnya tuh dia ga kasi reasonnya dan ga say sorry. jatohnya bs scam sih ini hiksss. aku iri bgt sm artis solo yg bs di balai sarbini huhuuu malu bgt sm tlb. aneh bgt jual murah disaat org2 pd mau refund🤣,-1
Idol dia kan di satu agensi ya seharusnya dia tau kan marketing sm emang begitu suka colab sama artis indonesia gak aneh gak alay malah promosi mereka pintar loh narik perhatian orang maketing banget,1
"ini aib tp iya, jujurly terbesit keinginan badan sy sprti artis bokep yg cekci bersih itu😌🤌🏻 tp ya sy dari sananya udh buluk aowkaoakawok",-1
"Jul worst di ""bij gw cuma ketemu 1 artis??????"" ga hoki banget hhhZzZzZ",0
enih artis sm tiap bulan ada aja yv dateng😭😭,0
"Baru kali ini ngidolain artis tapi benci bgt gw ke agensinya, bela nih kek amjing beneran dah, hatersnya anak² juga kek jelmaan dajjal semua",-1
iniiiii branddd gue ko gada rencana kolab sama artis koreaaa sih ga kaya brand sebelah 😭🥲,0
Bener anjirttt orng bkk pd nanya dia siapa emangg gua bilang artis pd gak percaya😭😭😭😭😭😭,0
"Gosip artis, trus info loker",0
Gosip terbaru tentang artis ato orang lain disekitar,0
kaget bgt terkejut dibles artis twit yg slama nie suka ak qrt di lock acc. ak hrus tumpengan nasi kucing besok. tengs for fidbek😍☝️,0
Tengkyu artis pujon kota malang ini,1
"Kalo kaya gini dia tuh mirip sama artis indo tau, siapa gtu namanya akuu lupa",0
"dari sekian banyaknya konser kpop fanmeet fansign apa bae dah, segala penyanyi luar negeri, coldplay kemarin sampe pada war mati2an, semua dah artis luar yang pada mau dateng ke indo, CUMA SATU YANG AING MAU NONTON INDONESIA VS ARGENTINA WOY TAPIIII CUAN AING GA CUKUP 😭",0
"OH YANG CEWE ITU BUKAN SIH?? tapi emng random banget, ngapain tuh landak ada ditengah"" artis coba😭",-1
karena kamu artis 😁😁,0
eh lu itu artis,0
"Ndi wingi sing gemerah laki laki mana lagi yang harus ku percaya?
Gara gara kasuse artis cerai",-1
"Bahas pekerjaan, cowo, uang, sama bahas gosip artis",0
"tadi tuh aku mikir, emang artis lain juga begini ya? Challenge dulu baru comeback? Oh ternyata emang beda sendiri :v",0
Festival Film Cannes 2023 dihadiri banyak artis Korea. Jennie BLACKPINK yang dipuji cantik menambah jajaran daftar artis Korea yang hadiri festival ini.,1
"udah lah mulai skrg buat aja peraturan, artis bebas memutuskan panggilan kl fans nya udh mulai berlebihan dan menganggu kenyamanan... HOW CAN U LET UR ARTISTS SIT THROUGH ALL OF THAT BS BRO BFFR 😭😭😭",1
"Ngestan skz tuh seruu, artis, fans, staff sampe hatersnya lucu semuaaa",1
"klo di US udh dr 90an ngga sieeeee, iya kyknyA banyak artis korea tau rich brian dr situ, klo dia mah emg tengil aja dia udh explain di genius lyrics, ampe disindir rapper korea tau si brian tu",1
Kenapa emang dia? Dia sapa artis kah?,0
"iyh... namanya artis yaaa pasti ya gitu deh 😭 trus anaknya udh klarif juga. tpi sekarang aku nda terlalu ngikutin raikan, jadi gatau lagi kabarnya bgimana",0
Iyaa karna mereka merangkul trus ngertiin kita sama sama sayang bukan kek yang lain yang mereka tuh keliatannya artis dan fans aja,0
"Sejujurnya aku pun kurang suka apa2 dikit dijadiin ""ladang duit"" di indo, konteks artis korea ya bukan hanya tertuju ke seseorang",0
"eneng mah.. udah tau abang mah nungguin chat eneng yang lain ma ganggu..😁maap maap aje ni ye abang harus JuJur depan publik Begini.. asal eneng tau ye,, abang ini tak sekeren artis tapi cinta abang ke eneng tak pernah menipis.. 🙈",0
