Tweet,Hasil
"Ratjun sekaliiii 😭😭😭 makin penginn
Spill shade punya ka mint donggg,, aku liat d tokped gak keliatan terlalu beda antar shade",1
mau /tanya ada diskon buat bayar listrik gk di tokped?,0
aku chat di tokped aja ya,0
"Terima kasih kak Empat buku ini tipis-tipis tapi lama mengingin, dan sudah lama di keranjang tokped. Nanti kalau menang nama kakak saya taruh di blog pas review bukunya sebagai ucapan terimakasih. 🙏",1
Bisa cek toko ini kak 'Sidat Kita Shop' di tokped,0
"ga diendorse, beli sendiri soalnya bentuknya bagus, murah dan produk pompa galon portable terlaris nomer 2 di tokped",0
"setau ku sistem co tokped si, coba tanya aja ke ht kak aku gapernah coba soalnya😓🙏🏻",0
"transaksi tanggal 26 mei 2023
pencairan gestun instan fee 10%
kredivo via tokped 6.000.000✅",0
"Waah, pengen jugaa, ini aslinya belom dijual ya men? Barusan cek tokped belom ada, kelewat uy pas PO",1
Ahhh aku td ngincer yg ini di tokpeddd! Berarti klop 😂 makasih kak hanihhh! Aku cek cek lagi nanti di tokped! Makasih udah sharing yaaa 🥰,1
kynya harusnya gw beli somethinc aja dah nyesel jir beli wardah di shopee/tokped stoknya abis mulu di beberapa toko:(( ended up beli shade yg paling terang :((((,-1
"Want to buy preloved novel *23 : 59 by Brian khrisna*
under 70k, co di shpee &amp; tokped, bisa di keep/booked smpe bln Agustus",0
"Nanya ke temen yg doyan shopping via tokped (denger2 tokped no. 1 untuk barang ori). Dia nanya aku mau beli apa dan aku jawab headphone. Dia nanya merk aku jawab Sony M4, dia kasih saran headphone gaming yg mana modelnya bikin aku ga minat beli.",0
"Drtd nyari2 di gugel, shopee, tokped kaya… ini pilihan gue bener gaksi? Barangnya bagus gaksih?🫠",0
"yoongi wkt tokped jaman puasa 2021 bilang katanya mau ke jkt, dan akhirnya WOII YOONGI OMONGAN LU TERCAPAI....",1
"banyakk.. kadang di tokped, seller fb, offline event juga sama kadang bid gitu",1
"Ampe sekarang router indihome nya juga belom diambil noh di rumah gw, tagihan terakhir gw cek juga ga ada tagihannya di tokped",-1
Masih ada gak bep??? Tapi bisa via tokped/Blibli gak untuk pembayaran kaya beli barang gitu???,0
"Gopay coin kaak. Biasanya buat belanja tokped sih yg aku tau. Jd cuman kayak sbg diskon tambahan, bukan pembayaran utama",0
"transaksi tanggal 26 mei 2023
pencairan gestun instan fee 10%
gopaycicil via tokped 1.617.500✅",0
Iyaa banyak juga katanya di tokped kalo belanja aman. Tapi sayangnya ga promo 😭,1
"Mending tokped sih menurut aku ka, kalau kenapa kenapa csnya fast respon, kalau blibli dia kurirnya dari bliblinya",1
gw dapet gratis dari tokped wkwk,1
"Tokopedia jelek banget anjng transaksi tahun kemarin pake promo, baru tahun ini belanja lagi disana malah kena cancel males banget belanja pake tokped sekarang",-1
"Aku beli hp online kaa, aku belinya di tokped sama blibli waktu itu",1
"tp tetep wehh betahnya di tokped gak nyari duit doang tp beli kebutuhan rumah jga apa apa di tokped, bingung mau pindah takut ada yg ga sesuai ekspektasi, kl tokped enak soalnya ngurus ngurus kendalanya",1
Maap tokped gue pindah dulu ke sopi. Biaya aplikasi lu kemahalan anjg total 3k aplikasi+layanan per transaksi kan gila,-1
ihh mbak inimah udah fix modus penipuan☹️ pokoknya mah yak kl bukan nomor resmi bukan tokped beneran itu lagian masa iyak tokped buka loker lewat WA.. udah sering di info juga kok sama modus modus begini,-1
"bisa kok caranya beliin voucher alfa di tokped nanti bayarnya pake goco, aku sering gitu soalnya",1
Kalo misal barang jastip ditaro ke tokped. Buyer auto dapat subsidi ongkir? Belom pernah jual barang di tokped 🤣,0
"Rata-rata dengan bahan yg oke tuh kisaran 200an nder
Aku pake ini. Kalo tertarik, beli di tokped lebih murah dibandingkan oren karena dapet voc",0
"halo bca, saya mau transaksi di tokped melalui va dengan nominal diatas 50 juta kok tidak bisa ya ?",0
iya pusing liat nya harus belajar dr kameramen tokped kyknya🤣,-1
Di tokped adaaa atau web p+,0
Numpang jualan adapter 25W ori 250k. Clear case ori 300k. Bisa via tokped ya.,0
"Awal gajian langsung buka tokped. Bayar air, beli token. Bapak rumah tangga sekali aku ini. 😎",1
tp tokped ongkir paling murah jdi sukaaaaa wkwk krna syopi ku jg sm aj gada voc,1
Brrti hanya bsa di gunain di tokped ya kak?,0
"Kalo masalah beginian paling salut sama orang Madura, mental baja nggak jaim, slogannya sama kayak tokped",1
samsung tokped semua pada bagi2 😭,1
"udah ada di tokped, asal yang jual beneran nyantumin detil barang biar spesifikasinya masuk angkut gosend mobil",0
Mungkin sejak ngisi acara tokped 😬,0
"Dari shopee pindah ke tokped
Dari tokped pindah ke lazada
Nanti abis dr lazada pindah kemana lagi nih",0
"dulu pas pob belum rame skz album golive kan asa pob soundwave tokped
ada yg dibuang, dianggep freebies biasa kaya seller biasa bikin 😭☝🏻
taunya sekarang harganya bid jutaan 🤣🤣🤣",-1
"Kemarin ngobrol sm anak2
H : “Duh pak edo, segala mau beli perosotan buat benji”
S : “bapak random juga ya bu orangnya”
Dlm hati… dia blm tau aja sekarang lg sibuk nyari apaan di tokped
Tiba2 obses sm kelinci gegara nonton shorts ttg pulau isi kelinci 🤦🏻‍♀️ emang serandom itu",0
Paling enak itu ya ke mustafa karena selalu kalo kesana beli vaseline hand body men atau repair jelly yg harganya beda jauh bgt dgn di tokped. Produk2 kue jg banyak yg murah di mustafa,0
Abis liat² lingerie di tokped jadi gemes sendiri,1
"Barang masih anget
iPhone x 64 gb
Imei aman all operator
Lokasi bandung bisa cod sama tokped",0
"Terpantau 14.19 shopee masih 2 hari yg lalu, tokped kemarin😬",0
"Ohh ini acc twtnya lilzee itu ya aku nemu di sopi dulu artnya bagus tp engga freeong, nyari di tt sama tokped engga ada. Nasib rumah pelosok mikir ongkir bgt klo beli :""",0
"Terima kasih, Mas Fajar. Btw, buat kawan-kawan yang tertarik dengan buku ini, bisa dibeli via shopee, tokped, atau WA di Akal Buku ya. Ini buku penting, ditulis dengan riset panjang dan sangat perlu dibaca oleh anak-anak muda.",0
"Kegunaaan ky gopay kak, bisa buat bayar atau checkout di tokped. Kmrn aku beli sisir tammia pake goco",0
"transaksi tanggal 26 mei 2023
pencairan gestun reg fee 8%
gopaylater via tokped 1.975.000✅",0
Bisa dipake kalo beli pulsa / token / dll di tokped kak full jd lumayan jg si buat yg demen belii gituan wkwk,0
Mau min. Ingetin kalau udah ada di tokped.,0
"Info madang gedhen bolo, lontong tomat oleh hadiah dari tokped,",0
Di tokped gak tau lah tpi😂,0
"30k dom jabar
Bisa tokped kalo shopee ngga freeong",0
"kalo lg butuh bgt gini makanan neko abis, tiba2 aja seller langganan tokped lama kirim barangnya 😡😡😡",-1
Hai kak boleh aku tanya soal cc tokped?,0
gestun kredivo via shopee/tokped yg fastrep,0
Kredivo Idodana via tokped bisa yak open sung wa aja 🖤🖤,1
"Bisa buat beli pulsa, bayar gofood atau belanja di tokped kak",0
Baru tau skrg tokped jd ada biaya layanan 1000 + biaya aplikasi 2000 😐 jadi 3rebu atuh sekali co.,-1
"🎉MERRY MAY SALE🎉 Hawloo~
Melihat energi dr sebulan ini nano2 banget,
studio",1
"Samaa2
Ada sih di tokped jual dibawah per plate belasan juta tapi ngaku armor level 4. Perkara kualitasnya beneran apa nggak, nah itu dia masih kurang tau...",0
"beli di tokped bisa full goco, buat beli pulsa pun bisa",1
"Iya nder, toko offi. Dia jg ada di tokped si nder.",0
min lg mau isi token listrik lwt ovo. Kok tulisannya nomer tidak terdaftar. Nyoba lwt app pln jg ga bisa. Lwt tokped jg gabisa. Knp ya?,0
Siap siap ada yg jual bungkusnya di tokped/Shopee,0
lah berarti ga dikasi tau resinya di chat tokped ni pc?,0
bisaa checkout dari tokped kaak langsung cairr + fee rendah,0
"tokped mahal banget ongkirnya, tapi sangat berguna buat nyari rare item yang gatau kudu kemana.
solusinya: cari di tokped, cari yang satu kota, tanyain toko offlinenya dimana.",0
"bisa buat belanja di tokped, buat layanan2 di gojek, terus juga bisa buat pembayaran di beberapa merchant nderr",0
"Bisa buat pembayaran di app gojek, bisa co tokped, gabisa tf",0
8% sinii via tokped atau shopee proses cepet🥰,1
Kak boleh ak dm buat nanya soal tokped card ga?,0
"Awal suka BTS tuh di era boy with luv dimana RM masih dengan rambut warna putih nya, dan si Suga warna biru. Dan itu selalu muncul di tv iklan tokped jdi penasaran aku cari tauu dong. Ternyata di hpku udh ada lagi BTS yg judulnya boy with luv dan itu aku gatau kenapa bisa ada 😂",0
Yuk yang mau gestun kredivo via shopee atau tokped avail ya!! Gaskeun aja 😻💫🤍,1
"Bisaaa sering kupake buat belanja lagi di tokped, beli pulsa, goride",1
eh inter army banyak yang belum tau atau lupa kalau bangtan juga ba gojek sejak mereka merge sama tokped😂😂 tapi ini lucu bgt wkwk enjoy,1
kz zsn pro ak kemarin beli di tokped 180 an keknya bagussss punya temenku udh 5 tahunan lebih katanya awet,1
"Kalo di tokped banyak gratis ongkirnya nih kak
Coba cek ini di Tokopedia, deh. Harganya Rp780.000",1
Aku masih suka nder tapi biasanya beli bluray bukan dvd. Kalo bluray di tokped banyak kok yang masih jual bluray ori. Kalo dvd mungkin lebih jarang ya dan adanya dvd film lama.,1
"Walaupun skrng yg di tokped udh ngga musiman atau per tanggal event lg, tp biasanya stok di event offline sama yg di online itu beda, lebih banyak buku baru di offline.",1
bisa dipake full. bisa dipake beli pulsa atau belanja2 tokped,1
"Baru masukin banyak wishlist di tokped, ada yg mau CO-in? 👉🏻👈🏻 Nanti balesannya aku kasih 50rb sama sun dari aku, hehe",1
saran dok sepatu budget 300-500 k..? Kemaren beli sepatu merek lokal di tokped bulan februari.. Jarang di pakai lem nya dah rusak dok😂,-1
"melalui DM suruh nunggu doang 1 jam, abis itu juga masih ga ada solusi apa2 udh mau 2 jam, kocak banget ini tokped, kapok dah",-1
"*Suruh beri financial calculator...
Dalam hati: ""ah kalkulator doang... paling berapa sih.""
*Buka tokped iseng-iseng ngecheck
JING... SKIP DAH...",0
Min untuk cek riwayat/daftar transaksi yang sudah hilang di tokped gimana ya? Untuk pembelian bulan mei 2021,0
"Yukkk yang belum join discord mercon, join sekarang! Aku ada kode promo tokped di channel ku yg cuma bisa di redeem waktu mercon! 🌸 Gas ga siii gas lah masa engga 😋",1
ooh soalnya di tokped gak ada yg replica.. siap meluncur langsung ke web mills berarti.. nuhun pak fajar..,0
"ah kmrn aku gitu nderr beli via tokped, transaksi berhasil tp pas tokennya dimasukin gabisaa, coba call 123 nder layanan PLN, aku kmrn sih org PLN nya nyamperin trs ngeberin, katanya emg lg ada gangguan trs ternyata meterannya rusak juga",0
"Udah wanti-wanti ibu gua beli motor listrik, info subsidinya perasaan gak nyampe, di tokped ada tapi kurang percaya😅 alasan pengen beli: klo pergi gajauh-jauh, gausah ganti oli atau ngurus bengkel..",0
diaku bisa checkout tokped regular nunggu 3-4 jam dapet 1.850 kalo instan langsung cair dapet 1.810,1
"sisa yg ini aja kak
moist skintific pink 80gr 235rb
moist skintific truffle biome 50gr 195rb
pengiriman dari tangerang, via oren atau tokped gratis ongkir",0
satu2nya transaksi yg gue lakuin cuma topup2 tp ngeliat org2 topup juga ga masuk saldonya dr kemarin dan blm ditanggepin jadi kek males mau topup di tokped lg dah padahal urgent kl emg gabisa ya didisable dulu fiturnya astaga 😡😡😡,-1
"Eh yaampun, merasa bersalah banget. Pesenannya ke-cancel tokped gegara akunya kelamaan ga kirim-kirim karena lagi ruwet 🥲",-1
"udah 1 minggu lebih masih aja belum bisa transaksi tokped pake bsi , kapan normal nya??? 🤣🤣🤣",-1
diaku co lewat tokped regular nunggu 3-4 dapet 1.020 kalo instan langsung cair dapet 1juta,0
min saya topup tapcash bni di tokped kenapa gak bertambah ya setelah update saldo?,0
"Udah minta maaf juga sama bilang makasih, sorry deh pak soalnya di syopi ga kayak tokped yg bisa ngeliat drivernya udah sampe mana jd kukira bakal dipickup jam 8-an eh taunya jam 6 udah nyampe 🥲",1
"Udah lama gak buka shopee dan tokped, beli apa yaa untuk diri sendiri?",0
Kek orang beli kabel 5 roll di tokped tapi pake gojek instant,0
"Kalo kemaren2 sempet pake fludan sih kak, beli di tokped. Lumayan agak neken flu-nya, cuma ga sampe tuntas. Krn kucing gw banyak, jd flu-nya muter aja kemaren2 itu",0
Kak ini saya udah isi emoney lewat tokped kok ga nambah ya? Padahal transaksi berhasil,0
Sejak kapan biaya admin tokped jadi 2k?,0
Kenapa ya skrg ongkir di tokped jadi mahal banget?,0
bisa buat smua gofood tokped dll,0
maaaaaa mauuuuu jg lewat tokped dehh ato gojekkkkk😭😭😭,0
"Iya mba, coba beli aja di tokped mba",1
"Kak mungkin berminat, kita ada promo 1jt one way AirAsia dan penerbangannya non stop di bulan juni. Bisa pakai shopee atau tokped supaya aman☺️",1
Kurangnya apa biar gue cari di tokped?,0
"Naik grab, beli makanan di grab, belanja di blibli / tokped",1
"Yuk pesan lewat MH Trip kak, penerbangan AirAsia diskon dan banyak promo maskapai lain 🤗
Hotel luar negeri juga ada kok, dijamin murah dan aman, bisa shopee, tokped dan rekber lainnya.",1
"Iya kakanda
Btw ada nih, di tokped",0
"emang ngelag parah. habis buka shopee terus buka tokped, kerasa bgt perbedaannya, lebih enteng tokped",-1
"Info promo token dong, tumben tokped sepii",0
Oh bukannya ada tambahan subsidi dri tokpednya jga? Prnh dgr sih seller subsidi+tokped jga jdi hrsnya ga mungkin seller gatau,0
"Ada yg jual kok di tokped. Pernah mencoba bikin, tapi asa kurang komplit toppingnya",0
"OPEN🤗
menerima jasa bikin CV ATS friendly, CV kreatif, cover letter, &amp; buat surat lamaran. CV tembus itv user HMS, Shopee, Tokped, Gojek, Grab, Warpin, Unilever, P&amp;G, dll
contoh porto, 1600+ testi cek IG: WA:",1
Nothing is more painful than ngelayanin bocil maksa beli 2ndhand stuff di tokped 🫠🫠 kalo ga punya duit gausah beli dek dek. Gausah maksa 🫠🫠🫠🫠,-1
Yg mau gestun via shopee dan tokped udah buka ya. Reguler atau instan bisa,1
"bisa dipake buat belanja di apk gojek dan tokped. atau kalo mau tuker saldo biasanya ada jasa convert lewat tokped, ntar kita suruh co barang sesuai coin yg mau dituker, ntar seller bakal ganti sama saldo ke akun kita.",0
Hai kak aku ada i want to die 1 English new sealed original dari 278 jadi aku lepas 179k aja ya kak. Bisa shopi/tokped 🐇,1
"hamdalah masih ada yg ngangenin, thx tokped",1
"And finally the era has over, kalau ditanya siapa yang paling berjasa sama keyword tokped, ya frans orangnya. 8 tahun tokped hampir menguasai semua keyword selling di google ya berkat komando dia. Respect, gue belajar banyak hal disini, gak cuma soal SEO tapi banyak hal",1
Kek gini kan ya mainan afiliate tokped?,0
"Kanan ke kiri, dari 8 tahun sampai 9 bulan di tokped.",0
"Klo fs tokpednya di kejar diskon emg disubsidi tokped ka hrsnya, kalo fs di tokonya seller baru deh",0
Coba cari di tokped kalau gak Shopee hehehe,1
Kenapa tokped tuh suka kaya gini si,-1
"website ada mercari, surugaya, animate apalagi ya
kalau misal keluaran terbaru bisa juga cari jastip yg open po kyk kyou, monomania, extalia, sm byk di twt
di shopee/tokped juga ada byk seller yg jual, search pake nama standee-nya. gak tau namanya? cari di",1
"Siap co offer aja in rush Inc pack adc adm 7,2% jakbar co shopee/tokped",0
Ini juga ada di tokped sama shope,0
"keNAPAPPAA HARUS BESOK SI YAAaA?A?? pls km mau nunggu juni ga.. aku jamet dikit (BOONG AKU JAMET BGT) coba stalk akunku km pasti ngakak ngik ngok, fcku juga banyak bahan jametie. avail pf line michat bigo tiktok shopee tokped zoom google meet semua dah tapi availnya 4 juni.
—",-1
"3th lalu beli di tokped masih ada, tp tricky banget kalo salah bisa dpt bajakan",0
"co di shopee aja, d tokped mahal.. penanganan 1000
bea aplikasi 2000",-1
Laaah ga dapet? Yowes besok cek tokped. Kisi kisi song list dong pak. Penasaran.,1
"Mereka ga ada ig dan tokped, jualannya selalu di tiktok, pagi siang sore malem. Biasanya ada 2 cewe juga yang jadi host. Bisa langsung co di keranjang kuning tiktoknya. Harganya murah2 banget. Tapi kualitas super ok. Banyak yang udah beli.",1
Buat iklan tokped buat nyaingin yang oren,1
"Kameramen mnet ky nya msih kalah pro dr kameramen shopee &amp; tokped,masa moment gerakan kayang dita di lantai jaa sampe ga ke shot &amp; Member yg lain jg pas part mreka nyanyi,kameranya ga fokus zoom in,bhkan malah ngmbil disudut samping yg ga jls,Hadeuh minet",1
"Bener bgt mending inter dan wifi only, ga perlu mikir nomor hp beda lagi (selama ada akses wifi). Kalo cari trusted ke Studio Ponsel di tokped min, itu recommend david wkwk. Kalo ga salah dpt ipad pro itu di angka 12an tapi setara M2 chipnya",1
whitelab serum yang gudetama lagi diskon di tokped!,1
"Spill merk yang recom dongs kakakssss
Banyak merk tak ku kenal ya wak di tokped 🤣",0
ketika kampus sopi bertranspormasi menjadi kampus tokped wkw,0
dah ngaada yg jual fuzzwar di tokped,0
Ka aku pun beli iphone di tokped alhamdulillah sampe dengan selamat soalnya sama sellernya nama barangnya disobek gitu,1
Ada di tokped ga si ginian? Pengen beliin doi soalnya kaya nya cakep doi pake pashmina,0
Kalo mau yg jersey lama ngebid di yg baru biasa cari tokped atau ga jastip,0
"Aku waktu itu butuh cepet, males survey offline. Akhirnya research sendiri mau tipe apa merk apa, sampai ketika udah fix baru cari di tokped yg ada offline store nya, nemu ada di marvel city wkwk
Menghindari sales nawarin ina itu karena aku mudah terdistraksi",1
Bahaya banget buka tokped jam segini🤣,1
gestun instan gopaycicil lewat tokped 1.6 dpt berapa,0
aku pengguna tokped dom jatim nder,0
"WKAKWKWK shopeenya gak ngajak, tokped doang ngajak. Tokped cemburu aku sering ke shopee🤭",1
"tokped lebih banyak, kalo bayar pake virtual account tu biaya perintilan nya 3rebu",0
Masa aku disuruh balikan sama tokped???? Jadian aja gak pernah😭,0
Kenapa di tokped gue ada DILDO ANJINGGGG,-1
tokped nay enak bgt bumbunya ga lebay ga yg berminyak2 gotu dan cm 20rb 500gram🙏🏻😭😩,1
"Adanya yang gede kak 130ml dom jateng. Bisa via shopee, tiktok, tokped 😊.",1
Dlu pernah dpt voc tokped 100rb dan beneran dpt kok voc nya.. tp yg ini voc grab brarti ya,1
"Di tokped ditangguhkan, offline store nya dong gan 🥲",1
"Mahal uga, di tokped gocap dapet",0
"Yang jualan tolong dong ...orang orang Ilfill kali nimbrung Mulu... Udah ada shopee , tokped , lazada gunakanlah sebagai mana mestinya... Twitter buat asik asik 😒😒😒 Sattt",1
